ID,Posting,Salary,Field,City
194,Develop and improve data processes and best practices.,60K,Description3,Toronto
194,26,60K,Days ago,Toronto
195,LIFE Data Science Co-op (2021 Summer – Toronto),60K,Position,Toronto
195,Munich Re 4.0 ,60K,Company,Toronto
195,"Toronto, ON",60K,Location,Toronto
195,Work with existing data science and business groups at Munich Re.,60K,Description1,Toronto
195,Help research new ways of modeling data to unlock actionable insights or improve processes;,60K,Description2,Toronto
195,12,60K,Days ago,Toronto
196,Data Scientist,60K,Position,Toronto
196,Cerebri AI,60K,Company,Toronto
196,"Toronto, ON",60K,Location,Toronto
196,"Ph.D. in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline.",60K,Description1,Toronto
196,30,60K,Days ago,Toronto
197,Data Analyst (Remote),60K,Position,Toronto
197,Yelp,60K,Company,Toronto
197,"Toronto, ON - Remote",60K,Location,Toronto
197,"Strongly desired: understanding of economic data and trends, and ability to examine relationships between our data and macro national/local trends.",60K,Description1,Toronto
197,11,60K,Days ago,Toronto
198,Data Scientist (Remote),60K,Position,Toronto
198,Yelp,60K,Company,Toronto
198,"Toronto, ON - Remote",60K,Location,Toronto
198,3+ years of experience as a data scientist or MS/PhD and 2+ years of industry experience in a quantitative role.,60K,Description1,Toronto
198,22,60K,Days ago,Toronto
199,"Team Lead, Machine Learning Software Engineeringnew",60K,Position,Toronto
199,Loblaw Digital 2.0 ,60K,Company,Toronto
199,"Toronto, ON",60K,Location,Toronto
199,The data science platform team at Loblaw Digital combines traditional big-data engineering with best-of-breed online ML serving technology.,60K,Description1,Toronto
199,0,60K,Days ago,Toronto
200,Post 5071: Business Intelligence Analyst,60K,Position,Toronto
200,Crescendo 3.1 ,60K,Company,Toronto
200,"Toronto, ON - Temporarily remote",60K,Location,Toronto
200,"$50,000 - $95,000 a year",60K,Salary_shown,Toronto
200,Easily apply to this job,60K,Easily apply,Toronto
200,Proven working experience in a data science related field.,60K,Description1,Toronto
200,Data science related: 1 year (Preferred).,60K,Description2,Toronto
200,We are looking for a Business Intelligence Analyst that…,60K,Description3,Toronto
200,9,60K,Days ago,Toronto
201,Post 1039: Machine Learning Engineer,60K,Position,Toronto
201,Crescendo 3.1 ,60K,Company,Toronto
201,"Toronto, ON - Temporarily remote",60K,Location,Toronto
201,Easily apply to this job,60K,Easily apply,Toronto
201,"We are looking for someone with strong background in statistics, modelling and algorithms (machine learning or other) and who has the ability to convey complex…",60K,Description1,Toronto
201,8,60K,Days ago,Toronto
202,Senior Data Scientist-Marketing Analytics,60K,Position,Toronto
202,Manulife 3.9 ,60K,Company,Toronto
202,"Toronto, ON",60K,Location,Toronto
202,Works on problems of diverse scope / complexity where analysis of situations or data requires an in-depth evaluation of a variety of factor s and oversees the…,60K,Description1,Toronto
202,30,60K,Days ago,Toronto
203,Machine Learning Engineer,60K,Position,Toronto
203,Dean Group 3.1 ,60K,Company,Toronto
203,"Toronto, ON",60K,Location,Toronto
203,Easily apply to this job,60K,Easily apply,Toronto
203,Perform ETL with massive data from multiple applications and 300 M+ customers.,60K,Description1,Toronto
203,Knowledge in advanced data structures and can use them to solve problems.,60K,Description2,Toronto
203,18,60K,Days ago,Toronto
204,Data Science Senior Manager,60K,Position,Toronto
204,Citi 3.9 ,60K,Company,Toronto
204,"Mississauga, ON",60K,Location,Toronto
204,Manages a team of data scientists and data engineers.,60K,Description1,Toronto
204,6-10 years experience with defining and implementing data science programs.,60K,Description2,Toronto
204,23,60K,Days ago,Toronto
205,Data Analyst,60K,Position,Toronto
205,Brookfield Asset Management 3.6 ,60K,Company,Toronto
205,"Toronto, ON",60K,Location,Toronto
205,Analyze large data sets with multiple data sources and output requirements.,60K,Description1,Toronto
205,Develop and execute data analytic projects.,60K,Description2,Toronto
205,21,60K,Days ago,Toronto
206,Actuarial Data Scientist,60K,Position,Toronto
206,Gore Mutual Insurance Company 4.0 ,60K,Company,Toronto
206,"Toronto, ON",60K,Location,Toronto
206,Easily apply to this job,60K,Easily apply,Toronto
206,Experience in machine learning and data science techniques.,60K,Description1,Toronto
206,Minimum 5 years’ actuarial experience within the Property and Casualty and/or Life Insurance…,60K,Description2,Toronto
206,9,60K,Days ago,Toronto
207,Senior Data Analyst,60K,Position,Toronto
207,BGIS 3.2 ,60K,Company,Toronto
207,"Greater Toronto Area, ON",60K,Location,Toronto
207,"Ensures business data and analysis requirements are met by properly applying data concepts, including data structures, collection and cleansing, and structured…",60K,Description1,Toronto
207,24,60K,Days ago,Toronto
208,Machine Learning Engineer,60K,Position,Toronto
208,nugget.ai,60K,Company,Toronto
208,"Toronto, ON",60K,Location,Toronto
208,Easily apply to this job,60K,Easily apply,Toronto
208,"Acquire, Clean, and Transform data using R and Python.",60K,Description1,Toronto
208,Evaluate state-of-the-art statistical modelling and Machine Learning approaches using large amounts of…,60K,Description2,Toronto
208,29,60K,Days ago,Toronto
209,Machine Learning Engineer,60K,Position,Toronto
209,Ezra,60K,Company,Toronto
209,"Toronto, ON",60K,Location,Toronto
209,You have the development skills to build data pipelines & develop your AIs.,60K,Description1,Toronto
209,You will contribute to research projects that create seamless experiences for both…,60K,Description2,Toronto
209,9,60K,Days ago,Toronto
210,Business Analyst/Data Analyst (Secret Clearance),60K,Position,Toronto
210,Mastech InfoTrellis,60K,Company,Toronto
210,"Toronto, ON - Temporarily remote",60K,Location,Toronto
210,$35 - $78 an hour,60K,Salary_shown,Toronto
210,Easily apply to this job,60K,Easily apply,Toronto
210,Provide direction to business teams to perform analytics on client data.,60K,Description1,Toronto
210,Lead the Services Team on customizations and enhancements to data analytics solutions…,60K,Description2,Toronto
210,30,60K,Days ago,Toronto
211,Professor - Data Analytics,60K,Position,Toronto
211,Toronto School of Management,60K,Company,Toronto
211,"Toronto, ON",60K,Location,Toronto
211,Easily apply to this job,60K,Easily apply,Toronto
211,"Experience in (included but are not limited to) data integration, data management, data warehousing and reporting, big data analytics.",60K,Description1,Toronto
211,25,60K,Days ago,Toronto
212,"QA Lead, Data Science & Analytics (6 Month Contract)new",60K,Position,Toronto
212,Cineplex 3.7 ,60K,Company,Toronto
212,"Toronto, ON",60K,Location,Toronto
212,Easily apply to this job,60K,Easily apply,Toronto
212,"Working closely with several members of the team with roles such as reporting developers, data engineers, and product managers, the primary role of the QA Lead…",60K,Description1,Toronto
212,3,60K,Days ago,Toronto
213,"Data Scientist, RBC Amplify - 2021",60K,Position,Toronto
213,RBC 4.0 ,60K,Company,Toronto
213,"Toronto, ON",60K,Location,Toronto
213,"Familiarity with data cleaning, data mining, and machine learning.",60K,Description1,Toronto
213,"As a Data Scientist you will collaborate, innovate, ideate and build in a flexible, start-up…",60K,Description2,Toronto
213,19,60K,Days ago,Toronto
214,"ON - 2021 Customer Operations Graduate Leadership Program, B...",60K,Position,Toronto
214,Bell Canada 3.8 ,60K,Company,Toronto
214,"Toronto, ON",60K,Location,Toronto
214,Big data is a big deal.,60K,Description1,Toronto
214,"Experience with the design, development and maintenance of ETL processes, data marts, operational data stores and online analytical…",60K,Description2,Toronto
214,11,60K,Days ago,Toronto
215,POST 5071: BUSINESS INTELLIGENCE ANALYST,60K,Position,Toronto
215,Crescendo Technology 4.8 ,60K,Company,Toronto
215,"Toronto, ON",60K,Location,Toronto
215,Easily apply to this job,60K,Easily apply,Toronto
215,Proven working experience in a data science related field.,60K,Description1,Toronto
215,We are looking for a Business Intelligence Analyst that will be responsible for understanding…,60K,Description2,Toronto
215,9,60K,Days ago,Toronto
216,Data Science Co-op,60K,Position,Toronto
216,Myant 4.6 ,60K,Company,Toronto
216,"Toronto, ON",60K,Location,Toronto
216,Easily apply to this job,60K,Easily apply,Toronto
216,Experience in data cleaning and feature extraction.,60K,Description1,Toronto
216,"Experienced in running integration protocols, data collection and testing.",60K,Description2,Toronto
216,Experienced in C/C++ programming.,60K,Description3,Toronto
216,9,60K,Days ago,Toronto
217,Senior ETL/Data Analystnew,60K,Position,Toronto
217,Citi 3.9 ,60K,Company,Toronto
217,"Mississauga, ON",60K,Location,Toronto
217,Extract data from heterogeneous data sources with multiple databases and transform into a harmonized data store under stringent business deadlines.,60K,Description1,Toronto
217,4,60K,Days ago,Toronto
218,Senior Data Scientist,60K,Position,Toronto
218,Kinaxis 4.0 ,60K,Company,Toronto
218,"Toronto, ON",60K,Location,Toronto
218,Easily apply to this job,60K,Easily apply,Toronto
218,Experience working with relational data via SQL.,60K,Description1,Toronto
218,Experience with big data technologies such as PySpark and Hadoop.,60K,Description2,Toronto
218,Ability to work in *nix environments.,60K,Description3,Toronto
218,30,60K,Days ago,Toronto
219,"Senior Developer, Machine Learning",60K,Position,Toronto
219,BELL RESIDENTIAL SERVICES 3.8 ,60K,Company,Toronto
219,"Toronto, ON",60K,Location,Toronto
219,Can identify opportunities for machine learning in data and execute on complex analyses.,60K,Description1,Toronto
219,Is comfortable working in a constantly-evolving environment as we…,60K,Description2,Toronto
219,9,60K,Days ago,Toronto
220,Senior Machine Learning Engineer - Speech Recognitionnew,60K,Position,Toronto
220,SoundHound Inc.,60K,Company,Toronto
220,"Toronto, ON",60K,Location,Toronto
220,Innovate on state-of-the-art deep learning systems for speech recognition and speaker recognition.,60K,Description1,Toronto
220,Understanding of modern machine learning techniques.,60K,Description2,Toronto
220,2,60K,Days ago,Toronto
221,Data Governance Analyst (Data Modeler),60K,Position,Toronto
221,Finastra 3.4 ,60K,Company,Toronto
221,"Mississauga, ON",60K,Location,Toronto
221,Perform extensive data profiling across large data sets to assess current state data quality across large volumes of data attributes.,60K,Description1,Toronto
221,30,60K,Days ago,Toronto
222,Machine learning engineer - AWS sagemaker,60K,Position,Toronto
222,Peopleforce INC,60K,Company,Toronto
222,"Mississauga, ON",60K,Location,Toronto
222,$60 - $75 an hour,60K,Salary_shown,Toronto
222,Easily apply to this job,60K,Easily apply,Toronto
222,3 + years of experience as a data scientist on machine learning and data engineering projects.,60K,Description1,Toronto
222,Experience with working on projects with various elements of AWS…,60K,Description2,Toronto
222,11,60K,Days ago,Toronto
223,Data Analytics Senior Analyst (AVP),60K,Position,Toronto
223,Citi 3.9 ,60K,Company,Toronto
223,"Mississauga, ON",60K,Location,Toronto
223,Mines and analyzes data from various banking platforms to drive optimization and improve data quality.,60K,Description1,Toronto
223,"Conducts strategic data analysis, identifies insights and…",60K,Description2,Toronto
223,30,60K,Days ago,Toronto
224,Senior Data Analyst,60K,Position,Toronto
224,Kinaxis 4.0 ,60K,Company,Toronto
224,"Toronto, ON",60K,Location,Toronto
224,Easily apply to this job,60K,Easily apply,Toronto
224,"Liaise between Analytics, Engineering and Data Science teams to support continuous improvement for product analytics including data science models performance…",60K,Description1,Toronto
224,30,60K,Days ago,Toronto
225,Data Scientist / Engineer,60K,Position,Toronto
225,"LotusFlare, Inc.",60K,Company,Toronto
225,"Toronto, ON",60K,Location,Toronto
225,Easily apply to this job,60K,Easily apply,Toronto
225,Candidate must be able to effectively synthesize disparate quantitative and qualitative data sets to make data-driven decisions.,60K,Description1,Toronto
225,30,60K,Days ago,Toronto
226,Software Engineer – Computer Vision / Machine Learningnew,60K,Position,Toronto
226,Full Swing,60K,Company,Toronto
226,"Toronto, ON - Temporarily remote",60K,Location,Toronto
226,Easily apply to this job,60K,Easily apply,Toronto
226,Experience applying data science and data engineering concepts.,60K,Description1,Toronto
226,"Full Swing is the only company that gives players patented dual-tracking technology, combining…",60K,Description2,Toronto
226,7,60K,Days ago,Toronto
227,"Machine Learning Engineer, Content Signals",60K,Position,Toronto
227,Pinterest,60K,Company,Toronto
227,"Toronto, ON",60K,Location,Toronto
227,Our systems offer rich semantics to the recommendation platform and enable the product engineers to build deeper experiences to further engage Pinners.,60K,Description1,Toronto
227,30,60K,Days ago,Toronto
228,Analytics Translatornew,60K,Position,Toronto
228,Bayer 4.2 ,60K,Company,Toronto
228,"Mississauga, ON",60K,Location,Toronto
228,Understanding of data modeling and different data structures.,60K,Description1,Toronto
228,"Identify mechanism to capture new data (e.g., CRM, sensors), clear organizational hurdles to gain…",60K,Description2,Toronto
228,2,60K,Days ago,Toronto
229,Senior C++ Engineer in Machine Learning | Autonomous Driving...,60K,Position,Toronto
229,"TuSimple, Inc.",60K,Company,Toronto
229,"Toronto, ON",60K,Location,Toronto
229,Easily apply to this job,60K,Easily apply,Toronto
229,We will provide relocation assistance.,60K,Description1,Toronto
229,Algo__general_c___research_development_engineering_1c591e8e2us@ivy.greenhouse.io.,60K,Description2,Toronto
229,30,60K,Days ago,Toronto
230,"Software Engineer, Machine Learning",60K,Position,Toronto
230,Fathom Health,60K,Company,Toronto
230,"Toronto, ON",60K,Location,Toronto
230,You will work with a variety of structured and unstructured data sources.,60K,Description1,Toronto
230,"Leading large-scale crowd-sourcing data labeling and acquisition (Amazon Turk,…",60K,Description2,Toronto
230,30,60K,Days ago,Toronto
231,Senior IT Business Data Analystnew,60K,Position,Toronto
231,LifeLabs 3.4 ,60K,Company,Toronto
231,"Toronto, ON",60K,Location,Toronto
231,"Requirements: University degree in Computer Science, Business Administration, Management Information Systems or equivalent education A minimum 3 years’…",60K,Description1,Toronto
231,3,60K,Days ago,Toronto
232,"Technical Development Program (TLP), Machine Learning - Augu...",60K,Position,Toronto
232,Restaurant Brands International Campus Opportuniti... 3.2 ,60K,Company,Toronto
232,"Toronto, ON",60K,Location,Toronto
232,Collaborate with internal stakeholders to understand the business strategy and work towards supporting that by gathering the right data and building machine…,60K,Description1,Toronto
232,10,60K,Days ago,Toronto
233,"Build and Tooling Engineer, Machine Learning",60K,Position,Toronto
233,Resolver Inc.,60K,Company,Toronto
233,"Toronto, ON - Temporarily remote",60K,Location,Toronto
233,"Implement data pipelines using libraries such as Tensorflow, to optimize GPUs.",60K,Description1,Toronto
233,"Using your knowledge of tools and deployment, you’ll help Resolver revolutionize…",60K,Description2,Toronto
233,18,60K,Days ago,Toronto
234,Machine Learning Engineer/Data Scientist,60K,Position,Toronto
234,Crescendo Technology 4.8 ,60K,Company,Toronto
234,"Toronto, ON",60K,Location,Toronto
234,Easily apply to this job,60K,Easily apply,Toronto
234,"We are looking for someone with strong background in statistics, modelling and algorithms (machine learning or other) and who has the ability to convey complex…",60K,Description1,Toronto
234,30,60K,Days ago,Toronto
235,Principal Deep Learning Researcher/Engineer,60K,Position,Toronto
235,Magic Leap - Multiple Locations,60K,Company,Toronto
235,"Toronto, ON",60K,Location,Toronto
235,Easily apply to this job,60K,Easily apply,Toronto
235,"Scene Understanding and Semantics: Design and implement segmentation algorithms based on depth, motion or texture data.",60K,Description1,Toronto
235,9,60K,Days ago,Toronto
236,Toronto AI Lab: AI / Machine Learning Scientist,60K,Position,Toronto
236,LG Electronics 3.9 ,60K,Company,Toronto
236,"Toronto, ON",60K,Location,Toronto
236,LG is looking to push the boundaries of AI to build innovative product and service solutions to realize LG’s global vision for a connected world.,60K,Description1,Toronto
236,30,60K,Days ago,Toronto
237,NLP Scientist,60K,Position,Toronto
237,Alexsei,60K,Company,Toronto
237,"Toronto, ON",60K,Location,Toronto
237,Use advanced computational techniques to analyze vast pools of data under the limited guidance of the lead/principal data scientist.,60K,Description1,Toronto
237,30,60K,Days ago,Toronto
238,Data Scientist,60K,Position,Toronto
238,Prodigy Labs 3.0 ,60K,Company,Toronto
238,"Toronto, ON",60K,Location,Toronto
238,Easily apply to this job,60K,Easily apply,Toronto
238,This includes participation within the broader data science community including Kaggle competitions or any personal projects with open data.,60K,Description1,Toronto
238,15,60K,Days ago,Toronto
239,"Senior Data Scientist TORONTO, ONSOFTWARE",60K,Position,Toronto
239,Tonal,60K,Company,Toronto
239,"Toronto, ON",60K,Location,Toronto
239,5+ years data science experience.,60K,Description1,Toronto
239,Improve real-time rep and set detection from time-series data.,60K,Description2,Toronto
239,Provide expert input on architecture of Tonal's data collection…,60K,Description3,Toronto
239,12,60K,Days ago,Toronto
240,"Educator, Data Scientist",60K,Position,Toronto
240,BrainStation 3.8 ,60K,Company,Toronto
240,"Toronto, ON",60K,Location,Toronto
240,Easily apply to this job,60K,Easily apply,Toronto
240,Actively work on writing and researching new content to teach the most up to date skills in data science to our students.,60K,Description1,Toronto
240,Experience building and leading teams.,60K,Description2,Toronto
240,30,60K,Days ago,Toronto
241,Data Analyst II,60K,Position,Toronto
241,Zynga 3.8 ,60K,Company,Toronto
241,"Toronto, ON",60K,Location,Toronto
241,2+ years of work experience in data science or analytics roles.,60K,Description1,Toronto
241,"Drive and empower game studio to make quantitatively informed, evidence based decisions through…",60K,Description2,Toronto
241,30,60K,Days ago,Toronto
242,Machine Learning Software Developer,60K,Position,Toronto
242,Primate Labs,60K,Company,Toronto
242,"Toronto, ON",60K,Location,Toronto
242,Easily apply to this job,60K,Easily apply,Toronto
242,"The Machine Learning Developer will work research, design, and develop machine learning benchmark tests to measure the performance of mobile neural network…",60K,Description1,Toronto
242,30,60K,Days ago,Toronto
243,Data Scientist,60K,Position,Toronto
243,Precision Nutrition 4.7 ,60K,Company,Toronto
243,"Toronto, ON - Remote",60K,Location,Toronto
243,Easily apply to this job,60K,Easily apply,Toronto
243,Collaborating with the data and analytics group.,60K,Description1,Toronto
243,A shrewd data hound with the ability to communicate clearly.,60K,Description2,Toronto
243,You must have a demonstrated track record of going…,60K,Description3,Toronto
243,30,60K,Days ago,Toronto
244,"Director, Marketing Analytics TORONTO, ONREVENUE & GROWTH",60K,Position,Toronto
244,Tonal,60K,Company,Toronto
244,"Toronto, ON",60K,Location,Toronto
244,A successful Director will lead a Marketing Analytics team in establishing a strategy that makes data-driven solutions a core competency of our business while…,60K,Description1,Toronto
244,12,60K,Days ago,Toronto
245,Data Science Engineer - VP,60K,Position,Toronto
245,Citi 3.9 ,60K,Company,Toronto
245,"Mississauga, ON",60K,Location,Toronto
245,Strong experience in data modeling and relational database.,60K,Description1,Toronto
245,Part of an innovative team pusing boundaries to create cutting edge data visualization solutions.,60K,Description2,Toronto
245,30,60K,Days ago,Toronto
246,Senior Data Scientist/Manager,60K,Position,Toronto
246,Cerebri AI,60K,Company,Toronto
246,"Toronto, ON",60K,Location,Toronto
246,6+ year experience working with and creating data architectures.,60K,Description1,Toronto
246,"S/he must have strong experience using various data mining/data analysis methods, using a…",60K,Description2,Toronto
246,29,60K,Days ago,Toronto
247,Senior Machine Learning Engineer,60K,Position,Toronto
247,Citi 3.9 ,60K,Company,Toronto
247,"Mississauga, ON",60K,Location,Toronto
247,Developing mappings and code for integration of data sets from disparate domains.,60K,Description1,Toronto
247,Quality assurance and testing of analytical routines and data frameworks.,60K,Description2,Toronto
247,23,60K,Days ago,Toronto
248,Senior Machine Learning Scientist - Natural Language Process...,60K,Position,Toronto
248,SoundHound Inc.,60K,Company,Toronto
248,"Toronto, ON",60K,Location,Toronto
248,"Research state-of-the-art methods in Language Modeling and related Natural Language Processing problems: Text Segmentation, Language Classification etc.",60K,Description1,Toronto
248,30,60K,Days ago,Toronto
249,"Development Manager, Reporting and Analyticsnew",60K,Position,Toronto
249,Ceridian 3.6 ,60K,Company,Toronto
249,"Mississauga, ON +2 locations - Temporarily remote",60K,Location,Toronto
249,Easily apply to this job,60K,Easily apply,Toronto
249,"You have 5+ years of progressive experience in software and complex data pipelines development, specifically in data engineering and 2+ years leading teams in…",60K,Description1,Toronto
249,1,60K,Days ago,Toronto
250,Machine Learning Engineer- Permanentnew,60K,Position,Toronto
250,IT Connex,60K,Company,Toronto
250,"Toronto, ON",60K,Location,Toronto
250,You respect advanced data structures and can use them to solve your problems.,60K,Description1,Toronto
250,"You have +3 years working experience with software development in Scala, Java, Go…",60K,Description2,Toronto
250,2,60K,Days ago,Toronto
251,"Build and Tooling Engineer, Machine Learning",60K,Position,Toronto
251,Resolver 4.2 ,60K,Company,Toronto
251,"Toronto, ON - Temporarily remote",60K,Location,Toronto
251,"Implement data pipelines using libraries such as Tensorflow, to optimize GPUs.",60K,Description1,Toronto
251,"Using your knowledge of tools and deployment, you’ll help Resolver revolutionize…",60K,Description2,Toronto
251,18,60K,Days ago,Toronto
252,Machine Learning Software Designer/Engineer,60K,Position,Toronto
252,SNC-Lavalin 4.0 ,60K,Company,Toronto
252,"Mississauga, ON",60K,Location,Toronto
252,Techniques to extract the information hidden in large amounts of real-time operational data for system health monitoring.,60K,Description1,Toronto
252,10,60K,Days ago,Toronto
253,Data Scientist,60K,Position,Toronto
253,NorthOne,60K,Company,Toronto
253,"Toronto, ON",60K,Location,Toronto
253,Easily apply to this job,60K,Easily apply,Toronto
253,You love using SQL and Python to answer business questions and analyze data.,60K,Description1,Toronto
253,6 years at McKinsey working on digital customer experience in financial services.,60K,Description2,Toronto
253,30,60K,Days ago,Toronto
254,Machine Learning Engineer,60K,Position,Toronto
254,Visual Defence Inc 3.8 ,60K,Company,Toronto
254,"Richmond Hill, ON",60K,Location,Toronto
254,Easily apply to this job,60K,Easily apply,Toronto
254,The Machine Learning Developer will work with Visual Defence’s Research and Development team under the guidance of the company’s Director of Research and…,60K,Description1,Toronto
254,25,60K,Days ago,Toronto
255,Data Analyst - Remote,60K,Position,Toronto
255,Tucows 2.3 ,60K,Company,Toronto
255,"Toronto, ON - Remote",60K,Location,Toronto
255,"You’ll then build and work with data pipelines (or work with Data Engineers), acquiring data from source systems and moving it through our data hierarchy, from…",60K,Description1,Toronto
255,30,60K,Days ago,Toronto
256,Learn more about our Digital Analytics team!,60K,Position,Toronto
256,Scotiabank 3.9 ,60K,Company,Toronto
256,"Toronto, ON",60K,Location,Toronto
256,"Data Engineer: You will be Integral to maintaining operational stability, and formulating techniques for quality data collection to ensure adequacy, accuracy,…",60K,Description1,Toronto
256,30,60K,Days ago,Toronto
257,Senior Data Analyst,60K,Position,Toronto
257,The Property Registry,60K,Company,Toronto
257,"Toronto, ON",60K,Location,Toronto
257,"Acquiring more and better data, enhancing data quality and coverage.",60K,Description1,Toronto
257,"As an expert in VAS data and data visualization, the incumbent will take a significant role…",60K,Description2,Toronto
257,30,60K,Days ago,Toronto
258,Senior Finance Master Data Analyst,60K,Position,Toronto
258,BMO Financial Group 3.8 ,60K,Company,Toronto
258,"Toronto, ON",60K,Location,Toronto
258,Provides guidance on the interpretation of enterprise data governance policies and maintains alignment between data governance practices and the data strategy.,60K,Description1,Toronto
258,30,60K,Days ago,Toronto
259,Data Scientist,60K,Position,Toronto
259,ASSURANCE,60K,Company,Toronto
259,"Toronto, ON",60K,Location,Toronto
259,"Experience and working knowledge of data infrastructure, pipelines, and advanced data manipulation.",60K,Description1,Toronto
259,"Our team uses a variety of data mining and analysis methods,…",60K,Description2,Toronto
259,30,60K,Days ago,Toronto
260,Senior Machine Learning Developer - 79976,60K,Position,Toronto
260,"Advanced Micro Devices, Inc. 3.8 ",60K,Company,Toronto
260,"Markham, ON",60K,Location,Toronto
260,Easily apply to this job,60K,Easily apply,Toronto
260,"Engineer appropriate datasets, verify data quality and select data representation methods.",60K,Description1,Toronto
260,"Define required pre-processing or feature engineering, supervise …",60K,Description2,Toronto
260,23,60K,Days ago,Toronto
261,"Director, Reporting & Analytics",60K,Position,Toronto
261,snapfinancial 2.8 ,60K,Company,Toronto
261,"Toronto, ON",60K,Location,Toronto
261,"Development and implementation for data integration solutions using SQL, SAS and other data management software.",60K,Description1,Toronto
261,18,60K,Days ago,Toronto
262,"Manager, Data Science",60K,Position,Toronto
262,Nielsen 3.8 ,60K,Company,Toronto
262,"Toronto, ON",60K,Location,Toronto
262,"4+ years relevant work experience including superior analytical/modeling skills, experience with database concepts and analyzing customer level and/or item…",60K,Description1,Toronto
262,30,60K,Days ago,Toronto
263,Senior Data Scientist,60K,Position,Toronto
263,Manulife 3.9 ,60K,Company,Toronto
263,"Toronto, ON",60K,Location,Toronto
263,Oversees the work of more junior data scientists.,60K,Description1,Toronto
263,Provides guidance and mentorship to more junior data scientists.,60K,Description2,Toronto
263,Owns and delivers projects of diverse scope.,60K,Description3,Toronto
263,30,60K,Days ago,Toronto
264,Senior Data Analyst,60K,Position,Toronto
264,Namaste Technologies 2.2 ,60K,Company,Toronto
264,"Toronto, ON",60K,Location,Toronto
264,"Experience with data transformation processes, using Python.",60K,Description1,Toronto
264,We have years of data collected on legal cannabis users and by combining machine learning…,60K,Description2,Toronto
264,30,60K,Days ago,Toronto
265,Senior Machine Learning Research Engineer,60K,Position,Toronto
265,SoundHound Inc.,60K,Company,Toronto
265,"Toronto, ON",60K,Location,Toronto
265,"Work on building large scale Statistical Language Models, a critical system in Speech Recognition.",60K,Description1,Toronto
265,Run experiments and tune parameters to improve Statistical…,60K,Description2,Toronto
265,30,60K,Days ago,Toronto
266,Sr. Data Scientist,60K,Position,Toronto
266,Fusion Analytics,60K,Company,Toronto
266,"Toronto, ON",60K,Location,Toronto
266,Competitive top-tier data scientist level salary.,60K,Description1,Toronto
266,"3+ years of professional experience related to data science, modelling and analytics.",60K,Description2,Toronto
266,30,60K,Days ago,Toronto
267,Lead C++ Engineer in Machine Learning | Autonomous Driving R...,60K,Position,Toronto
267,"TuSimple, Inc.",60K,Company,Toronto
267,"Toronto, ON",60K,Location,Toronto
267,Easily apply to this job,60K,Easily apply,Toronto
267,We will provide relocation assistance.,60K,Description1,Toronto
267,Algo__general_c___research_development_engineering_1c591e8e2us@ivy.greenhouse.io.,60K,Description2,Toronto
267,30,60K,Days ago,Toronto
268,NLP Software Engineer,60K,Position,Toronto
268,ThinkData Works,60K,Company,Toronto
268,"Toronto, ON",60K,Location,Toronto
268,The incumbent will work closely with data scientists and engineers to build platform solutions.,60K,Description1,Toronto
268,The Data Labs builds machine learning tools for practical…,60K,Description2,Toronto
268,30,60K,Days ago,Toronto
269,"Senior Manager, Data Science",60K,Position,Toronto
269,Spin Master Ltd 3.2 ,60K,Company,Toronto
269,"Toronto, ON",60K,Location,Toronto
269,3+ years direct management experience of analysts and data scientists.,60K,Description1,Toronto
269,Build and maintain a data pipeline that can support complex data projects at scale.,60K,Description2,Toronto
269,30,60K,Days ago,Toronto
270,Data Scientist/Time Series,60K,Position,Toronto
270,Scarsin,60K,Company,Toronto
270,"Markham, ON",60K,Location,Toronto
270,"Experience with data preprocessing, anomaly/outlier detection.",60K,Description1,Toronto
270,"You will be interacting with multi-function teams, including data integration, model development…",60K,Description2,Toronto
270,30,60K,Days ago,Toronto
271,"Deep Learning Engineering Intern, Content & Technology - Fal...",60K,Position,Toronto
271,NVIDIA 4.2 ,60K,Company,Toronto
271,"Toronto, ON",60K,Location,Toronto
271,"You will apply deep learning techniques to the simulation of virtual environments, developing methods to generate synthetic data for training neural networks to…",60K,Description1,Toronto
271,11,60K,Days ago,Toronto
272,"Director, Advanced Analytics",60K,Position,Toronto
272,St. Michael's Hospital 4.1 ,60K,Company,Toronto
272,"Toronto, ON",60K,Location,Toronto
272,Manage the data science systems reporting requirements.,60K,Description1,Toronto
272,Proficient in data science tools such as R and Python;,60K,Description2,Toronto
272,Advanced analytics planning activities include:,60K,Description3,Toronto
272,9,60K,Days ago,Toronto
273,Principal Engineer – Natural Language Processing,60K,Position,Toronto
273,Prophix Software Inc.,60K,Company,Toronto
273,"Mississauga, ON",60K,Location,Toronto
273,Easily apply to this job,60K,Easily apply,Toronto
273,"You’ll work to define the grammars, tools and technics used to bring natural language to our products.",60K,Description1,Toronto
273,"Working with Architects, Product Managers, and Software…",60K,Description2,Toronto
273,30,60K,Days ago,Toronto
274,"Product Manager, Fixed Income AI Analytics",60K,Position,Toronto
274,Overbond 3.3 ,60K,Company,Toronto
274,"Toronto, ON",60K,Location,Toronto
274,Lead data integration and data assembly relationships with external vendors.,60K,Description1,Toronto
274,"Bridge the communication channel and understanding between engineering, data…",60K,Description2,Toronto
274,30,60K,Days ago,Toronto
275,"Senior Manager, E-Commerce Merchandising Analytics & Process",60K,Position,Toronto
275,Loblaw Digital 2.0 ,60K,Company,Toronto
275,"Toronto, ON",60K,Location,Toronto
